"Plot Title: 1152298 "
"#","Time, GMT-04:00","Temp, °F","RH, %","End Of File"
1,04/15/09 08:00:00 PM,82.152,24.76,
2,04/15/09 08:00:01 PM,82.152,24.76,
3,04/15/09 08:00:02 PM,82.152,24.76,
4,04/15/09 08:00:03 PM,82.152,24.76,
5,04/15/09 08:00:04 PM,82.152,24.76,
6,04/15/09 08:00:05 PM,82.152,24.76,
7,04/15/09 08:00:06 PM,82.152,24.76,
8,04/15/09 08:00:07 PM,82.152,24.76,
9,04/15/09 08:00:08 PM,82.152,24.76,
10,04/15/09 08:00:09 PM,82.152,24.76,
11,04/15/09 08:00:10 PM,82.152,24.76,
12,04/15/09 08:00:11 PM,82.152,24.76,
13,04/15/09 08:00:12 PM,82.152,24.76,
14,04/15/09 08:00:13 PM,82.152,24.76,
15,04/15/09 08:00:14 PM,82.152,24.76,
16,04/15/09 08:00:15 PM,82.152,24.76,
17,04/15/09 08:00:16 PM,82.152,24.76,
18,04/15/09 08:00:17 PM,82.152,24.76,
19,04/15/09 08:00:18 PM,82.152,24.76,
20,04/15/09 08:00:19 PM,82.152,24.76,
21,04/15/09 08:00:20 PM,82.152,24.76,
22,04/15/09 08:00:21 PM,82.152,24.76,
23,04/15/09 08:00:22 PM,82.152,24.76,
24,04/15/09 08:00:23 PM,82.152,24.76,
25,04/15/09 08:00:24 PM,82.152,24.76,
26,04/15/09 08:00:25 PM,82.152,24.76,
27,04/15/09 08:00:26 PM,82.152,24.76,
28,04/15/09 08:00:27 PM,82.152,24.76,
29,04/15/09 08:00:28 PM,82.152,24.76,
30,04/15/09 08:00:29 PM,82.152,24.76,
31,04/15/09 08:00:30 PM,82.152,24.76,
32,04/15/09 08:00:31 PM,82.152,24.76,
33,04/15/09 08:00:32 PM,82.152,24.76,
34,04/15/09 08:00:33 PM,82.152,24.76,
35,04/15/09 08:00:34 PM,82.152,24.76,
36,04/15/09 08:00:35 PM,82.152,24.76,
37,04/15/09 08:00:36 PM,82.152,24.76,
38,04/15/09 08:00:37 PM,82.152,24.76,
39,04/15/09 08:00:38 PM,82.152,24.76,
40,04/15/09 08:00:39 PM,82.152,24.76,
41,04/15/09 08:00:40 PM,82.152,24.76,
42,04/15/09 08:00:41 PM,82.152,24.76,
43,04/15/09 08:00:42 PM,82.152,24.76,
44,04/15/09 08:00:43 PM,82.152,24.76,
45,04/15/09 08:00:44 PM,82.152,24.76,
46,04/15/09 08:00:45 PM,82.152,24.76,
47,04/15/09 08:00:46 PM,82.152,24.76,
48,04/15/09 08:00:47 PM,82.152,24.76,
49,04/15/09 08:00:48 PM,82.152,24.76,
50,04/15/09 08:00:49 PM,82.152,24.76,
51,04/15/09 08:00:50 PM,82.152,24.76,
52,04/15/09 08:00:51 PM,82.152,24.76,
53,04/15/09 08:00:52 PM,82.152,24.76,
54,04/15/09 08:00:53 PM,82.152,24.76,
55,04/15/09 08:00:54 PM,82.152,24.76,
56,04/15/09 08:00:55 PM,82.152,24.76,
57,04/15/09 08:00:56 PM,82.152,24.76,
58,04/15/09 08:00:57 PM,82.152,24.76,
59,04/15/09 08:00:58 PM,82.152,24.76,
60,04/15/09 08:00:59 PM,82.152,24.76,
61,04/15/09 08:01:00 PM,82.152,24.76,
62,04/15/09 08:01:01 PM,82.152,24.76,
63,04/15/09 08:01:02 PM,82.152,24.76,
64,04/15/09 08:01:03 PM,82.152,24.76,
65,04/15/09 08:01:04 PM,82.152,24.76,
66,04/15/09 08:01:05 PM,82.152,24.76,
67,04/15/09 08:01:06 PM,82.152,24.76,
68,04/15/09 08:01:07 PM,82.152,24.76,
69,04/15/09 08:01:08 PM,82.152,24.76,
70,04/15/09 08:01:09 PM,82.152,24.76,
71,04/15/09 08:01:10 PM,82.152,24.76,
72,04/15/09 08:01:11 PM,82.152,24.76,
73,04/15/09 08:01:12 PM,82.152,24.76,
74,04/15/09 08:01:13 PM,82.152,24.76,
75,04/15/09 08:01:14 PM,82.152,24.76,
76,04/15/09 08:01:15 PM,82.152,24.76,
77,04/15/09 08:01:16 PM,82.152,24.76,
78,04/15/09 08:01:17 PM,82.152,24.76,
79,04/15/09 08:01:18 PM,82.152,24.76,
80,04/15/09 08:01:19 PM,82.152,24.76,
81,04/15/09 08:01:20 PM,82.152,24.76,
82,04/15/09 08:01:21 PM,82.152,24.76,
83,04/15/09 08:01:22 PM,82.152,24.76,
84,04/15/09 08:01:23 PM,82.152,24.76,
85,04/15/09 08:01:24 PM,82.152,24.76,
86,04/15/09 08:01:25 PM,82.152,24.76,
87,04/15/09 08:01:26 PM,82.152,24.76,
88,04/15/09 08:01:27 PM,82.152,24.76,
89,04/15/09 08:01:28 PM,82.152,24.76,
90,04/15/09 08:01:29 PM,82.152,24.76,
91,04/15/09 08:01:30 PM,82.152,24.76,
92,04/15/09 08:01:31 PM,82.152,24.76,
93,04/15/09 08:01:32 PM,82.152,24.76,
94,04/15/09 08:01:33 PM,82.152,24.76,
95,04/15/09 08:01:34 PM,82.152,24.76,
96,04/15/09 08:01:35 PM,82.152,24.76,
97,04/15/09 08:01:36 PM,82.152,24.76,
98,04/15/09 08:01:37 PM,82.152,24.76,
99,04/15/09 08:01:38 PM,82.152,24.76,
100,04/15/09 08:01:39 PM,82.152,24.76,
101,04/15/09 08:01:40 PM,82.152,24.76,
102,04/15/09 08:01:41 PM,82.152,24.76,
103,04/15/09 08:01:42 PM,82.152,24.76,
104,04/15/09 08:01:43 PM,82.152,24.76,
105,04/15/09 08:01:44 PM,82.152,24.76,
106,04/15/09 08:01:45 PM,82.152,24.76,
107,04/15/09 08:01:46 PM,82.152,24.76,
108,04/15/09 08:01:47 PM,82.152,24.76,
109,04/15/09 08:01:48 PM,82.152,24.76,
110,04/15/09 08:01:49 PM,82.152,24.76,
111,04/15/09 08:01:50 PM,82.152,24.76,
112,04/15/09 08:01:51 PM,82.152,24.76,
113,04/15/09 08:01:52 PM,82.152,24.76,
114,04/15/09 08:01:53 PM,82.152,24.76,
115,04/15/09 08:01:54 PM,82.152,24.76,
116,04/15/09 08:01:55 PM,82.152,24.76,
117,04/15/09 08:01:56 PM,82.152,24.76,
118,04/15/09 08:01:57 PM,82.152,24.76,
119,04/15/09 08:01:58 PM,82.152,24.76,
120,04/15/09 08:01:59 PM,82.152,24.76,
121,04/15/09 08:02:00 PM,82.152,24.76,
122,04/15/09 08:02:01 PM,82.152,24.76,
123,04/15/09 08:02:02 PM,82.152,24.76,
124,04/15/09 08:02:03 PM,82.152,24.76,
125,04/15/09 08:02:04 PM,82.152,24.76,
126,04/15/09 08:02:05 PM,82.152,24.76,
127,04/15/09 08:02:06 PM,82.152,24.76,
128,04/15/09 08:02:07 PM,82.152,24.76,
129,04/15/09 08:02:08 PM,82.152,24.76,
130,04/15/09 08:02:09 PM,82.152,24.76,
131,04/15/09 08:02:10 PM,82.152,24.76,
132,04/15/09 08:02:11 PM,82.152,24.76,
133,04/15/09 08:02:12 PM,82.152,24.76,
134,04/15/09 08:02:13 PM,82.152,24.76,
135,04/15/09 08:02:14 PM,82.152,24.76,
136,04/15/09 08:02:15 PM,82.152,24.76,
137,04/15/09 08:02:16 PM,82.152,24.76,
138,04/15/09 08:02:17 PM,82.152,24.76,
139,04/15/09 08:02:18 PM,82.152,24.76,
140,04/15/09 08:02:19 PM,82.152,24.76,
141,04/15/09 08:02:20 PM,82.152,24.76,
142,04/15/09 08:02:21 PM,82.152,24.76,
143,04/15/09 08:02:22 PM,82.152,24.76,
144,04/15/09 08:02:23 PM,82.152,24.76,
145,04/15/09 08:02:24 PM,82.152,24.76,
146,04/15/09 08:02:25 PM,82.152,24.76,
147,04/15/09 08:02:26 PM,82.152,24.76,
148,04/15/09 08:02:27 PM,82.152,24.76,
149,04/15/09 08:02:28 PM,82.152,24.76,
150,04/15/09 08:02:29 PM,82.152,24.76,
151,04/15/09 08:02:30 PM,82.152,24.76,
152,04/15/09 08:02:31 PM,82.152,24.76,
153,04/15/09 08:02:32 PM,82.152,24.76,
154,04/15/09 08:02:33 PM,82.152,24.76,
155,04/15/09 08:02:34 PM,82.152,24.76,
156,04/15/09 08:02:35 PM,82.152,24.76,
157,04/15/09 08:02:36 PM,82.152,24.76,
158,04/15/09 08:02:37 PM,82.152,24.76,
159,04/15/09 08:02:38 PM,82.152,24.76,
160,04/15/09 08:02:39 PM,82.152,24.76,
161,04/15/09 08:02:40 PM,82.152,24.76,
162,04/15/09 08:02:41 PM,82.152,24.76,
163,04/15/09 08:02:42 PM,82.152,24.76,
164,04/15/09 08:02:43 PM,82.152,24.76,
165,04/15/09 08:02:44 PM,82.152,24.76,
166,04/15/09 08:02:45 PM,82.152,24.76,
167,04/15/09 08:02:46 PM,82.152,24.76,
168,04/15/09 08:02:47 PM,82.152,24.76,
169,04/15/09 08:02:48 PM,82.152,24.76,
170,04/15/09 08:02:49 PM,82.152,24.76,
171,04/15/09 08:02:50 PM,82.152,24.76,
172,04/15/09 08:02:51 PM,82.152,24.76,
173,04/15/09 08:02:52 PM,82.152,24.76,
174,04/15/09 08:02:53 PM,82.152,24.76,
175,04/15/09 08:02:54 PM,82.152,24.76,
176,04/15/09 08:02:55 PM,82.152,24.76,
177,04/15/09 08:02:56 PM,82.152,24.76,
178,04/15/09 08:02:57 PM,82.152,24.76,
179,04/15/09 08:02:58 PM,82.152,24.76,
180,04/15/09 08:02:59 PM,82.152,24.76,
181,04/15/09 08:03:00 PM,82.152,24.76,
182,04/15/09 08:03:01 PM,82.152,24.76,
183,04/15/09 08:03:02 PM,82.152,24.76,
184,04/15/09 08:03:03 PM,82.152,24.76,
185,04/15/09 08:03:04 PM,82.152,24.76,
186,04/15/09 08:03:05 PM,82.152,24.76,
187,04/15/09 08:03:06 PM,82.152,24.76,
188,04/15/09 08:03:07 PM,82.152,24.76,
189,04/15/09 08:03:08 PM,82.152,24.76,
190,04/15/09 08:03:09 PM,82.152,24.76,
191,04/15/09 08:03:10 PM,82.152,24.76,
192,04/15/09 08:03:11 PM,82.152,24.76,
193,04/15/09 08:03:12 PM,82.152,24.76,
194,04/15/09 08:03:13 PM,82.152,24.76,
195,04/15/09 08:03:14 PM,82.152,24.76,
196,04/15/09 08:03:15 PM,82.152,24.76,
197,04/15/09 08:03:16 PM,82.152,24.76,
198,04/15/09 08:03:17 PM,82.152,24.76,
199,04/15/09 08:03:18 PM,82.152,24.76,
200,04/15/09 08:03:19 PM,82.152,24.76,
201,04/15/09 08:03:20 PM,82.152,24.76,
202,04/15/09 08:03:21 PM,82.152,24.76,
203,04/15/09 08:03:22 PM,82.152,24.76,
204,04/15/09 08:03:23 PM,82.152,24.76,
205,04/15/09 08:03:24 PM,82.152,24.76,
206,04/15/09 08:03:25 PM,82.152,24.76,
207,04/15/09 08:03:26 PM,82.152,24.76,
208,04/15/09 08:03:27 PM,82.152,24.76,
209,04/15/09 08:03:28 PM,82.152,24.76,
210,04/15/09 08:03:29 PM,82.152,24.76,
211,04/15/09 08:03:30 PM,82.152,24.76,
212,04/15/09 08:03:31 PM,82.152,24.76,
213,04/15/09 08:03:32 PM,82.152,24.76,
214,04/15/09 08:03:33 PM,82.152,24.76,
215,04/15/09 08:03:34 PM,82.152,24.76,
216,04/15/09 08:03:35 PM,82.152,24.76,
217,04/15/09 08:03:36 PM,82.152,24.76,
218,04/15/09 08:03:37 PM,82.152,24.76,
219,04/15/09 08:03:38 PM,82.152,24.76,
220,04/15/09 08:03:39 PM,82.152,24.76,
221,04/15/09 08:03:40 PM,82.152,24.76,
222,04/15/09 08:03:41 PM,82.152,24.76,
223,04/15/09 08:03:42 PM,82.152,24.76,
224,04/15/09 08:03:43 PM,82.152,24.76,
225,04/15/09 08:03:44 PM,82.152,24.76,
226,04/15/09 08:03:45 PM,82.152,24.76,
227,04/15/09 08:03:46 PM,82.152,24.76,
228,04/15/09 08:03:47 PM,82.152,24.76,
229,04/15/09 08:03:48 PM,82.152,24.76,
230,04/15/09 08:03:49 PM,82.152,24.76,
231,04/15/09 08:03:50 PM,82.152,24.76,
232,04/15/09 08:03:51 PM,82.152,24.76,
233,04/15/09 08:03:52 PM,82.152,24.76,
234,04/15/09 08:03:53 PM,82.152,24.76,
235,04/15/09 08:03:54 PM,82.152,24.76,
236,04/15/09 08:03:55 PM,82.152,24.76,
237,04/15/09 08:03:56 PM,82.152,24.76,
238,04/15/09 08:03:57 PM,82.152,24.76,
239,04/15/09 08:03:58 PM,82.152,24.76,
240,04/15/09 08:03:59 PM,82.152,24.76,
241,04/15/09 08:04:00 PM,82.152,24.76,
242,04/15/09 08:04:01 PM,82.152,24.76,
243,04/15/09 08:04:02 PM,82.152,24.76,
244,04/15/09 08:04:03 PM,82.152,24.76,
245,04/15/09 08:04:04 PM,82.152,24.76,
246,04/15/09 08:04:05 PM,82.152,24.76,
247,04/15/09 08:04:06 PM,82.152,24.76,
248,04/15/09 08:04:07 PM,82.152,24.76,
249,04/15/09 08:04:08 PM,82.152,24.76,
250,04/15/09 08:04:09 PM,82.152,24.76,
251,04/15/09 08:04:10 PM,82.152,24.76,
252,04/15/09 08:04:11 PM,82.152,24.76,
253,04/15/09 08:04:12 PM,82.152,24.76,
254,04/15/09 08:04:13 PM,82.152,24.76,
255,04/15/09 08:04:14 PM,82.152,24.61,
256,04/15/09 08:04:15 PM,82.152,24.76,
257,04/15/09 08:04:16 PM,82.152,24.76,
258,04/15/09 08:04:17 PM,82.152,24.76,
259,04/15/09 08:04:18 PM,82.152,24.76,
260,04/15/09 08:04:19 PM,82.152,24.76,
261,04/15/09 08:04:20 PM,82.152,24.76,
262,04/15/09 08:04:21 PM,82.152,24.76,
263,04/15/09 08:04:22 PM,82.152,24.76,
264,04/15/09 08:04:23 PM,82.152,24.76,
265,04/15/09 08:04:24 PM,82.152,24.76,
266,04/15/09 08:04:25 PM,82.152,24.76,
267,04/15/09 08:04:26 PM,82.152,24.76,
268,04/15/09 08:04:27 PM,82.152,24.76,
269,04/15/09 08:04:28 PM,82.152,24.76,
270,04/15/09 08:04:29 PM,82.152,24.76,
271,04/15/09 08:04:30 PM,82.152,24.76,
272,04/15/09 08:04:31 PM,82.152,24.76,
273,04/15/09 08:04:32 PM,82.152,24.76,
274,04/15/09 08:04:33 PM,82.152,24.76,
275,04/15/09 08:04:34 PM,82.152,24.76,
276,04/15/09 08:04:35 PM,82.152,24.76,
277,04/15/09 08:04:36 PM,82.152,24.76,
278,04/15/09 08:04:37 PM,82.152,24.61,
279,04/15/09 08:04:38 PM,82.152,24.76,
280,04/15/09 08:04:39 PM,82.152,24.76,
281,04/15/09 08:04:40 PM,82.152,24.76,
282,04/15/09 08:04:41 PM,82.152,24.76,
283,04/15/09 08:04:42 PM,82.152,24.76,
284,04/15/09 08:04:43 PM,82.152,24.76,
285,04/15/09 08:04:44 PM,82.152,24.76,
286,04/15/09 08:04:45 PM,82.152,24.76,
287,04/15/09 08:04:46 PM,82.152,24.76,
288,04/15/09 08:04:47 PM,82.152,24.76,
289,04/15/09 08:04:48 PM,82.152,24.76,
290,04/15/09 08:04:49 PM,82.152,24.76,
291,04/15/09 08:04:50 PM,82.152,24.76,
292,04/15/09 08:04:51 PM,82.152,24.76,
293,04/15/09 08:04:52 PM,82.152,24.76,
294,04/15/09 08:04:53 PM,82.152,24.61,
295,04/15/09 08:04:54 PM,82.152,24.76,
296,04/15/09 08:04:55 PM,82.152,24.76,
297,04/15/09 08:04:56 PM,82.152,24.76,
298,04/15/09 08:04:57 PM,82.152,24.76,
299,04/15/09 08:04:58 PM,82.152,24.76,
300,04/15/09 08:04:59 PM,82.152,24.76,
301,04/15/09 08:05:00 PM,82.152,24.76,
302,04/15/09 08:05:01 PM,82.152,24.76,
303,04/15/09 08:05:02 PM,82.152,24.76,
304,04/15/09 08:05:03 PM,82.152,24.76,
305,04/15/09 08:05:04 PM,82.152,24.76,
306,04/15/09 08:05:05 PM,82.152,24.76,
307,04/15/09 08:05:06 PM,82.152,24.76,
308,04/15/09 08:05:07 PM,82.152,24.76,
309,04/15/09 08:05:08 PM,82.152,24.76,
310,04/15/09 08:05:09 PM,82.152,24.76,
311,04/15/09 08:05:10 PM,82.152,24.76,
312,04/15/09 08:05:11 PM,82.152,24.76,
313,04/15/09 08:05:12 PM,82.152,24.61,
314,04/15/09 08:05:13 PM,82.152,24.76,
315,04/15/09 08:05:14 PM,82.152,24.76,
316,04/15/09 08:05:15 PM,82.152,24.76,
317,04/15/09 08:05:16 PM,82.152,24.76,
318,04/15/09 08:05:17 PM,82.152,24.76,
319,04/15/09 08:05:18 PM,82.152,24.61,
320,04/15/09 08:05:19 PM,82.152,24.76,
321,04/15/09 08:05:20 PM,82.152,24.76,
322,04/15/09 08:05:21 PM,82.152,24.76,
323,04/15/09 08:05:22 PM,82.152,24.76,
324,04/15/09 08:05:23 PM,82.152,24.61,
325,04/15/09 08:05:24 PM,82.152,24.76,
326,04/15/09 08:05:25 PM,82.152,24.76,
327,04/15/09 08:05:26 PM,82.152,24.61,
328,04/15/09 08:05:27 PM,82.152,24.76,
329,04/15/09 08:05:28 PM,82.152,24.76,
330,04/15/09 08:05:29 PM,82.152,24.76,
331,04/15/09 08:05:30 PM,82.152,24.76,
332,04/15/09 08:05:31 PM,82.152,24.76,
333,04/15/09 08:05:32 PM,82.152,24.76,
334,04/15/09 08:05:33 PM,82.152,24.76,
335,04/15/09 08:05:34 PM,82.152,24.76,
336,04/15/09 08:05:35 PM,82.152,24.76,
337,04/15/09 08:05:36 PM,82.152,24.76,
338,04/15/09 08:05:37 PM,82.152,24.76,
339,04/15/09 08:05:38 PM,82.152,24.76,
340,04/15/09 08:05:39 PM,82.152,24.76,
341,04/15/09 08:05:40 PM,82.152,24.76,
342,04/15/09 08:05:41 PM,82.152,24.76,
343,04/15/09 08:05:42 PM,82.152,24.76,
344,04/15/09 08:05:43 PM,82.152,24.76,
345,04/15/09 08:05:44 PM,82.152,24.76,
346,04/15/09 08:05:45 PM,82.152,24.76,
347,04/15/09 08:05:46 PM,82.152,24.76,
348,04/15/09 08:05:47 PM,82.152,24.76,
349,04/15/09 08:05:48 PM,82.152,24.76,
350,04/15/09 08:05:49 PM,82.152,24.76,
351,04/15/09 08:05:50 PM,82.152,24.76,
352,04/15/09 08:05:51 PM,82.152,24.76,
353,04/15/09 08:05:52 PM,82.152,24.76,
354,04/15/09 08:05:53 PM,82.152,24.76,
355,04/15/09 08:05:54 PM,82.152,24.76,
356,04/15/09 08:05:55 PM,82.152,24.76,
357,04/15/09 08:05:56 PM,82.152,24.76,
358,04/15/09 08:05:57 PM,82.152,24.76,
359,04/15/09 08:05:58 PM,82.152,24.76,
360,04/15/09 08:05:59 PM,82.152,24.76,
361,04/15/09 08:06:00 PM,82.152,24.76,
362,04/15/09 08:06:01 PM,82.152,24.76,
363,04/15/09 08:06:02 PM,82.152,24.76,
364,04/15/09 08:06:03 PM,82.152,24.61,
365,04/15/09 08:06:04 PM,82.152,24.76,
366,04/15/09 08:06:05 PM,82.152,24.76,
367,04/15/09 08:06:06 PM,82.152,24.76,
368,04/15/09 08:06:07 PM,82.152,24.76,
369,04/15/09 08:06:08 PM,82.152,24.76,
370,04/15/09 08:06:09 PM,82.152,24.76,
371,04/15/09 08:06:10 PM,82.152,24.76,
372,04/15/09 08:06:11 PM,82.152,24.76,
373,04/15/09 08:06:12 PM,82.152,24.76,
374,04/15/09 08:06:13 PM,82.152,24.76,
375,04/15/09 08:06:14 PM,82.152,24.76,
376,04/15/09 08:06:15 PM,82.152,24.76,
377,04/15/09 08:06:16 PM,82.152,24.76,
378,04/15/09 08:06:17 PM,82.152,24.76,
379,04/15/09 08:06:18 PM,82.152,24.76,
380,04/15/09 08:06:19 PM,82.152,24.76,
381,04/15/09 08:06:20 PM,82.152,24.76,
382,04/15/09 08:06:21 PM,82.152,24.76,
383,04/15/09 08:06:22 PM,82.152,24.76,
384,04/15/09 08:06:23 PM,82.152,24.61,
385,04/15/09 08:06:24 PM,82.152,24.76,
386,04/15/09 08:06:25 PM,82.152,24.76,
387,04/15/09 08:06:26 PM,82.152,24.61,
388,04/15/09 08:06:27 PM,82.152,24.76,
389,04/15/09 08:06:28 PM,82.152,24.76,
390,04/15/09 08:06:29 PM,82.152,24.76,
391,04/15/09 08:06:30 PM,82.152,24.76,
392,04/15/09 08:06:31 PM,82.152,24.76,
393,04/15/09 08:06:32 PM,82.152,24.76,
394,04/15/09 08:06:33 PM,82.152,24.76,
395,04/15/09 08:06:34 PM,82.152,24.76,
396,04/15/09 08:06:35 PM,82.152,24.76,
397,04/15/09 08:06:36 PM,82.152,24.76,
398,04/15/09 08:06:37 PM,82.152,24.76,
399,04/15/09 08:06:38 PM,82.152,24.76,
400,04/15/09 08:06:39 PM,82.152,24.76,
401,04/15/09 08:06:40 PM,82.152,24.76,
402,04/15/09 08:06:41 PM,82.152,24.76,
403,04/15/09 08:06:42 PM,82.152,24.76,
404,04/15/09 08:06:43 PM,82.152,24.76,
405,04/15/09 08:06:44 PM,82.152,24.76,
406,04/15/09 08:06:45 PM,82.152,24.76,
407,04/15/09 08:06:46 PM,82.152,24.76,
408,04/15/09 08:06:47 PM,82.152,24.76,
409,04/15/09 08:06:48 PM,82.152,24.76,
410,04/15/09 08:06:49 PM,82.152,24.76,
411,04/15/09 08:06:50 PM,82.152,24.76,
412,04/15/09 08:06:51 PM,82.152,24.76,
413,04/15/09 08:06:52 PM,82.152,24.76,
414,04/15/09 08:06:53 PM,82.152,24.76,
415,04/15/09 08:06:54 PM,82.152,24.76,
416,04/15/09 08:06:55 PM,82.152,24.76,
417,04/15/09 08:06:56 PM,82.152,24.76,
418,04/15/09 08:06:57 PM,82.152,24.76,
419,04/15/09 08:06:58 PM,82.152,24.76,
420,04/15/09 08:06:59 PM,82.152,24.76,
421,04/15/09 08:07:00 PM,82.152,24.76,
422,04/15/09 08:07:01 PM,82.152,24.76,
423,04/15/09 08:07:02 PM,82.152,24.76,
424,04/15/09 08:07:03 PM,82.152,24.76,
425,04/15/09 08:07:04 PM,82.152,24.61,
426,04/15/09 08:07:05 PM,82.152,24.76,
427,04/15/09 08:07:06 PM,82.152,24.61,
428,04/15/09 08:07:07 PM,82.152,24.76,
429,04/15/09 08:07:08 PM,82.152,24.76,
430,04/15/09 08:07:09 PM,82.152,24.61,
431,04/15/09 08:07:10 PM,82.152,24.76,
432,04/15/09 08:07:11 PM,82.152,24.61,
433,04/15/09 08:07:12 PM,82.152,24.76,
434,04/15/09 08:07:13 PM,82.152,24.61,
435,04/15/09 08:07:14 PM,82.152,24.61,
436,04/15/09 08:07:15 PM,82.152,24.76,
437,04/15/09 08:07:16 PM,82.152,24.76,
438,04/15/09 08:07:17 PM,82.152,24.76,
439,04/15/09 08:07:18 PM,82.152,24.76,
440,04/15/09 08:07:19 PM,82.152,24.76,
441,04/15/09 08:07:20 PM,82.152,24.76,
442,04/15/09 08:07:21 PM,82.152,24.76,
443,04/15/09 08:07:22 PM,82.152,24.76,
444,04/15/09 08:07:23 PM,82.152,24.76,
445,04/15/09 08:07:24 PM,82.152,24.76,
446,04/15/09 08:07:25 PM,82.152,24.76,
447,04/15/09 08:07:26 PM,82.152,24.76,
448,04/15/09 08:07:27 PM,82.152,24.76,
449,04/15/09 08:07:28 PM,82.152,24.76,
450,04/15/09 08:07:29 PM,82.152,24.61,
451,04/15/09 08:07:30 PM,82.152,24.76,
452,04/15/09 08:07:31 PM,82.152,24.76,
453,04/15/09 08:07:32 PM,82.152,24.61,
454,04/15/09 08:07:33 PM,82.152,24.76,
455,04/15/09 08:07:34 PM,82.152,24.76,
456,04/15/09 08:07:35 PM,82.152,24.76,
457,04/15/09 08:07:36 PM,82.152,24.76,
458,04/15/09 08:07:37 PM,82.152,24.76,
459,04/15/09 08:07:38 PM,82.152,24.76,
460,04/15/09 08:07:39 PM,82.152,24.76,
461,04/15/09 08:07:40 PM,82.152,24.76,
462,04/15/09 08:07:41 PM,82.152,24.76,
463,04/15/09 08:07:42 PM,82.152,24.76,
464,04/15/09 08:07:43 PM,82.152,24.76,
465,04/15/09 08:07:44 PM,82.152,24.76,
466,04/15/09 08:07:45 PM,82.152,24.76,
467,04/15/09 08:07:46 PM,82.152,24.76,
468,04/15/09 08:07:47 PM,82.152,24.76,
469,04/15/09 08:07:48 PM,82.152,24.76,
470,04/15/09 08:07:49 PM,82.152,24.76,
471,04/15/09 08:07:50 PM,82.152,24.76,
472,04/15/09 08:07:51 PM,82.152,24.76,
473,04/15/09 08:07:52 PM,82.152,24.76,
474,04/15/09 08:07:53 PM,82.152,24.76,
475,04/15/09 08:07:54 PM,82.152,24.76,
